Date,Low (in Celsius),High (in Celcius),Average Temperature,weather_desc,daylight_hours,daylight_mins,daylight_sec
2019-12-28,8.0,8.75,8.375,Overcast.,7.0,51.0,53.0
2019-12-29,6.5,8.0,7.25,Low clouds.,7.0,52.0,37.0
2019-12-30,5.0,8.5,6.75,Fog.,7.0,53.0,28.0
2019-12-31,6.25,8.0,7.125,Dense fog.,7.0,54.0,24.0
2020-01-01,6.625,8.375,7.5,Passing clouds.,7.0,55.0,27.0
2020-01-02,8.5,10.375,9.4375,Overcast.,7.0,56.0,36.0
2020-01-03,7.25,9.25,8.25,Passing clouds.,7.0,57.0,52.0
2020-01-04,5.375,7.625,6.5,Partly sunny.,7.0,59.0,13.0
2020-01-05,5.25,7.0,6.125,Partly sunny.,8.0,0.0,39.0
2020-01-06,3.5,6.0,4.75,Clear.,8.0,2.0,12.0
2020-01-07,6.0,8.875,7.4375,Sunny.,8.0,3.0,50.0
2020-01-08,9.5,11.0,10.25,Partly sunny.,8.0,5.0,34.0
2020-01-09,9.75,11.625,10.6875,Passing clouds.,8.0,7.0,24.0
2020-01-10,5.0,7.25,6.125,Passing clouds.,8.0,9.0,18.0
2020-01-11,6.375,8.25,7.3125,Passing clouds.,8.0,11.0,18.0
2020-01-12,5.75,8.25,7.0,Passing clouds.,8.0,13.0,22.0
2020-01-13,6.625,8.5,7.5625,Passing clouds.,8.0,15.0,32.0
2020-01-14,7.375,10.125,8.75,Passing clouds.,8.0,17.0,47.0
2020-01-15,9.25,10.75,10.0,Light rain. Mostly cloudy.,8.0,20.0,6.0
2020-01-16,8.25,10.375,9.3125,Passing clouds.,8.0,22.0,29.0
2020-01-17,6.0,8.625,7.3125,Passing clouds.,8.0,24.0,57.0
2020-01-18,2.5,6.375,4.4375,Clear.,8.0,27.0,30.0
2020-01-19,1.625,5.25,3.4375,Sunny.,8.0,30.0,6.0
2020-01-20,3.75,6.125,4.9375,Clear.,8.0,32.0,47.0
2020-01-21,2.75,6.125,4.4375,Passing clouds.,8.0,35.0,31.0
2020-01-22,7.25,9.0,8.125,Fog.,8.0,38.0,19.0
2020-01-23,7.875,9.625,8.75,Overcast.,8.0,41.0,11.0
2020-01-24,7.0,8.5,7.75,More clouds than sun.,8.0,44.0,6.0
2020-01-25,5.125,6.875,6.0,Partly sunny.,8.0,47.0,5.0
2020-01-26,5.25,7.625,6.4375,Passing clouds.,8.0,50.0,6.0
2020-01-27,4.5,6.625,5.5625,Passing clouds.,8.0,53.0,11.0
2020-01-28,3.875,6.75,5.3125,Passing clouds.,8.0,56.0,19.0
2020-01-29,5.375,7.875,6.625,Passing clouds.,8.0,59.0,30.0
2020-01-30,9.25,11.25,10.25,Passing clouds.,9.0,2.0,43.0
2020-01-31,10.25,11.5,10.875,Passing clouds.,9.0,5.0,59.0
2020-03-01,5.0,8.25,6.625,Passing clouds.,10.0,56.0,41.0
2020-03-02,4.0,7.0,5.5,Clear.,11.0,0.0,37.0
2020-03-03,2.5,6.5,4.5,Clear.,11.0,4.0,32.0
2020-03-04,2.5,6.25,4.375,Passing clouds.,11.0,8.0,29.0
2020-03-05,5.5,5.5,5.5,Drizzle. Partly sunny.,11.0,12.0,25.0
2020-03-06,2.25,6.5,4.375,Passing clouds.,11.0,16.0,22.0
2020-03-07,6.0,9.5,7.75,Partly sunny.,11.0,20.0,19.0
2020-03-08,8.25,11.25,9.75,Passing clouds.,11.0,24.0,16.0
2020-03-09,5.5,9.25,7.375,Clear.,11.0,28.0,14.0
2020-03-10,11.75,14.0,12.875,Partly sunny.,11.0,32.0,12.0
2020-03-11,9.5,12.5,11.0,Scattered clouds.,11.0,36.0,9.0
2020-03-12,5.75,8.5,7.125,Passing clouds.,11.0,40.0,8.0
2020-03-13,7.5,9.75,8.625,Partly sunny.,11.0,44.0,6.0
2020-03-14,8.5,10.75,9.625,Partly sunny.,11.0,48.0,4.0
2020-03-15,7.75,10.25,9.0,Clear.,11.0,52.0,2.0
2020-03-16,4.25,9.0,6.625,Clear.,11.0,56.0,1.0
2020-03-17,7.75,10.75,9.25,Partly sunny.,11.0,59.0,59.0
2020-03-18,10.25,12.75,11.5,Partly sunny.,12.0,3.0,57.0
2020-03-19,6.25,7.5,6.875,Drizzle. Broken clouds.,12.0,7.0,56.0
2020-03-20,6.25,8.25,7.25,Partly sunny.,12.0,11.0,54.0
2020-03-21,4.75,7.75,6.25,Passing clouds.,12.0,15.0,53.0
2020-03-22,5.0,7.75,6.375,Clear.,12.0,19.0,51.0
2020-03-23,4.25,9.5,6.875,Clear.,12.0,23.0,49.0
2020-03-24,3.5,10.0,6.75,Clear.,12.0,27.0,47.0
2020-03-25,2.0,9.0,5.5,Clear.,12.0,31.0,45.0
2020-03-26,4.0,9.0,6.5,Clear.,12.0,35.0,43.0
2020-03-27,5.25,10.0,7.625,Clear.,12.0,39.0,41.0
2020-03-28,6.0,8.25,7.125,Clear.,12.0,43.0,38.0
2020-03-29,4.25,6.0,5.125,Partly sunny.,12.0,47.0,36.0
2020-03-30,4.25,7.5,5.875,Passing clouds.,12.0,51.0,33.0
2020-03-31,4.5,8.75,6.625,Clear.,12.0,55.0,29.0
2020-04-01,2.5,6.75,4.625,Overcast.,12.0,59.0,26.0
2020-04-02,7.5,10.5,9.0,Broken clouds.,13.0,3.0,22.0
2020-04-03,7.25,10.75,9.0,Clear.,13.0,7.0,18.0
2020-04-04,6.25,12.0,9.125,Passing clouds.,13.0,11.0,13.0
2020-04-05,11.0,16.75,13.875,Clear.,13.0,15.0,8.0
2020-04-06,11.75,15.5,13.625,Clear.,13.0,19.0,3.0
2020-04-07,7.75,15.5,11.625,Sunny.,13.0,22.0,57.0
2020-04-08,12.25,17.75,15.0,Sunny.,13.0,26.0,50.0
2020-04-09,11.5,18.0,14.75,Clear.,13.0,30.0,43.0
2020-04-10,12.0,18.5,15.25,Clear.,13.0,34.0,36.0
2020-04-11,12.5,19.25,15.875,Clear.,13.0,38.0,28.0
2020-04-12,11.0,19.0,15.0,Sunny.,13.0,42.0,19.0
2020-04-13,7.75,10.5,9.125,Passing clouds.,13.0,46.0,10.0
2020-04-14,4.75,9.75,7.25,Passing clouds.,13.0,50.0,0.0
2020-04-15,6.25,13.25,9.75,Clear.,13.0,53.0,49.0
2020-04-16,8.75,16.0,12.375,Sunny.,13.0,57.0,38.0
2020-04-17,9.25,12.5,10.875,Sunny.,14.0,1.0,26.0
2020-04-18,7.75,11.75,9.75,Partly sunny.,14.0,5.0,13.0
2020-04-19,9.0,13.75,11.375,Sunny.,14.0,8.0,59.0
2020-04-20,9.75,13.75,11.75,Clear.,14.0,12.0,45.0
2020-04-21,11.25,15.0,13.125,Clear.,14.0,16.0,29.0
2020-04-22,11.25,16.75,14.0,Clear.,14.0,20.0,12.0
2020-04-23,11.75,18.75,15.25,Clear.,14.0,23.0,54.0
2020-04-24,11.25,17.5,14.375,Sunny.,14.0,27.0,35.0
2020-04-25,8.25,13.5,10.875,Clear.,14.0,31.0,15.0
2020-04-26,8.25,15.25,11.75,Clear.,14.0,34.0,53.0
2020-04-27,9.75,14.75,12.25,Partly sunny.,14.0,38.0,31.0
2020-04-28,7.75,8.75,8.25,Drizzle. Partly sunny.,14.0,42.0,6.0
2020-04-29,11.0,12.333333333333334,11.666666666666668,No weather data available,14.0,45.0,41.0
2020-04-30,6.75,10.75,8.75,Broken clouds.,14.0,49.0,13.0
2020-05-01,8.25,12.0,10.125,Passing clouds.,14.0,52.0,44.0
2020-05-02,8.75,13.5,11.125,Passing clouds.,14.0,56.0,13.0
2020-05-03,10.0,13.25,11.625,Overcast.,14.0,59.0,41.0
2020-05-04,11.25,14.75,13.0,Broken clouds.,15.0,3.0,7.0
2020-05-05,9.25,12.25,10.75,Passing clouds.,15.0,6.0,30.0
2020-05-06,8.5,14.5,11.5,Passing clouds.,15.0,9.0,52.0
2020-05-07,11.0,18.0,14.5,Sunny.,15.0,13.0,11.0
2020-05-08,13.0,20.0,16.5,Sunny.,15.0,16.0,29.0
2020-05-09,14.0,20.25,17.125,Sunny.,15.0,19.0,44.0
2020-05-10,9.5,13.5,11.5,Broken clouds.,15.0,22.0,56.0
2020-05-11,6.5,9.75,8.125,Clear.,15.0,26.0,6.0
2020-05-12,6.75,11.5,9.125,Sunny.,15.0,29.0,14.0
2020-05-13,7.25,10.75,9.0,Clear.,15.0,32.0,19.0
2020-05-14,5.75,10.5,8.125,Sunny.,15.0,35.0,21.0
2020-05-15,7.0,13.5,10.25,Sunny.,15.0,38.0,20.0
2020-05-16,9.5,14.25,11.875,Sunny.,15.0,41.0,17.0
2020-05-17,10.25,16.25,13.25,Passing clouds.,15.0,44.0,10.0
2020-05-18,13.75,18.75,16.25,Sunny.,15.0,47.0,0.0
2020-05-19,15.5,20.75,18.125,Sunny.,15.0,49.0,46.0
2020-05-20,16.25,22.75,19.5,Sunny.,15.0,52.0,29.0
2020-05-21,16.5,22.25,19.375,Sunny.,15.0,55.0,9.0
2020-05-22,16.75,19.25,18.0,Overcast.,15.0,57.0,45.0
2020-05-23,12.5,16.25,14.375,Sunny.,16.0,0.0,17.0
2020-05-24,13.25,18.0,15.625,Passing clouds.,16.0,2.0,45.0
2020-05-25,14.25,21.0,17.625,Sunny.,16.0,5.0,9.0
2020-05-26,15.5,21.5,18.5,Sunny.,16.0,7.0,29.0
2020-05-27,16.75,21.75,19.25,Sunny.,16.0,9.0,45.0
2020-05-28,14.25,19.25,16.75,Passing clouds.,16.0,11.0,56.0
2020-05-29,14.75,19.75,17.25,Sunny.,16.0,14.0,3.0
2020-05-30,15.25,20.5,17.875,Sunny.,16.0,16.0,5.0
2020-05-31,15.75,21.0,18.375,Sunny.,16.0,18.0,3.0
2020-06-01,16.0,21.25,18.625,Sunny.,16.0,19.0,55.0
2020-06-02,15.25,21.5,18.375,Sunny.,16.0,21.0,43.0
2020-06-03,13.75,16.75,15.25,Partly sunny.,16.0,23.0,26.0
2020-06-04,11.25,13.5,12.375,Partly sunny.,16.0,25.0,3.0
2020-06-05,10.75,13.75,12.25,Broken clouds.,16.0,26.0,35.0
2020-06-06,8.5,11.5,10.0,Partly sunny.,16.0,28.0,2.0
2020-06-07,10.0,14.25,12.125,Partly sunny.,16.0,29.0,24.0
2020-06-08,12.0,14.5,13.25,Partly sunny.,16.0,30.0,40.0
2020-06-09,12.75,16.75,14.75,Partly sunny.,16.0,31.0,50.0
2020-06-10,12.5,14.75,13.625,Partly sunny.,16.0,32.0,55.0
2020-06-11,13.25,15.75,14.5,Partly sunny.,16.0,33.0,54.0
2020-06-12,15.0,18.0,16.5,Broken clouds.,16.0,34.0,47.0
2020-06-13,16.0,20.25,18.125,Passing clouds.,16.0,35.0,35.0
2020-06-14,15.25,19.25,17.25,Clear.,16.0,36.0,17.0
2020-06-15,13.75,19.75,16.75,Clear.,16.0,36.0,52.0
2020-06-16,15.75,20.5,18.125,Scattered clouds.,16.0,37.0,22.0
2020-06-17,15.0,19.75,17.375,Partly sunny.,16.0,37.0,45.0
2020-06-18,14.5,16.75,15.625,Light rain. Partly sunny.,16.0,38.0,3.0
2020-06-19,14.5,16.25,15.375,Partly sunny.,16.0,38.0,15.0
2020-06-20,14.75,18.75,16.75,Partly sunny.,16.0,38.0,20.0
2020-06-21,15.25,19.25,17.25,Partly sunny.,16.0,38.0,20.0
2020-06-22,14.5,19.25,16.875,Clear.,16.0,38.0,13.0
2020-06-23,17.75,23.75,20.75,Sunny.,16.0,38.0,0.0
2020-06-24,21.0,26.75,23.875,Sunny.,16.0,37.0,41.0
2020-06-25,22.25,28.25,25.25,Sunny.,16.0,37.0,17.0
2020-06-26,20.25,26.5,23.375,Sunny.,16.0,36.0,46.0
2020-06-27,15.75,18.5,17.125,Partly sunny.,16.0,36.0,9.0
2020-06-28,13.0,17.25,15.125,Partly sunny.,16.0,35.0,26.0
2020-06-29,14.0,17.0,15.5,Partly sunny.,16.0,34.0,38.0
2020-06-30,15.0,16.75,15.875,Partly sunny.,16.0,33.0,43.0
2020-07-01,15.75,18.75,17.25,Broken clouds.,16.0,32.0,43.0
2020-07-02,14.0,18.0,16.0,Broken clouds.,16.0,31.0,37.0
2020-07-03,14.5,18.0,16.25,Partly sunny.,16.0,30.0,26.0
2020-07-04,17.0,18.75,17.875,Drizzle. Mostly cloudy.,16.0,29.0,9.0
2020-07-05,16.25,18.75,17.5,Overcast.,16.0,27.0,47.0
2020-07-06,13.5,17.25,15.375,Partly sunny.,16.0,26.0,19.0
2020-07-07,13.5,16.5,15.0,Partly sunny.,16.0,24.0,47.0
2020-07-08,16.0,17.5,16.75,Passing clouds.,16.0,23.0,9.0
2020-07-09,15.75,18.5,17.125,Broken clouds.,16.0,21.0,26.0
2020-07-10,13.5,16.75,15.125,Clear.,16.0,19.0,38.0
2020-07-11,12.25,16.25,14.25,Sunny.,16.0,17.0,45.0
2020-07-12,14.25,19.5,16.875,Sunny.,16.0,15.0,47.0
2020-07-13,15.75,20.25,18.0,Sunny.,16.0,13.0,45.0
2020-07-14,16.25,18.5,17.375,Broken clouds.,16.0,11.0,39.0
2020-07-15,14.75,17.0,15.875,Partly sunny.,16.0,9.0,28.0
2020-07-16,18.0,20.25,19.125,Partly sunny.,16.0,7.0,12.0
2020-07-17,19.0,23.75,21.375,Sunny.,16.0,4.0,53.0
2020-07-18,17.5,21.25,19.375,Broken clouds.,16.0,2.0,29.0
2020-07-19,15.5,18.25,16.875,Drizzle. Partly sunny.,16.0,0.0,2.0
2020-07-20,13.0,18.25,15.625,Sunny.,15.0,57.0,30.0
2020-07-21,13.5,18.25,15.875,Sunny.,15.0,54.0,55.0
2020-07-22,17.0,21.75,19.375,Sunny.,15.0,52.0,17.0
2020-07-23,17.0,21.25,19.125,Sunny.,15.0,49.0,34.0
2020-07-24,18.5,21.0,19.75,Partly sunny.,15.0,46.0,49.0
2020-07-25,16.75,19.75,18.25,Broken clouds.,15.0,44.0,0.0
2020-07-26,14.5,18.5,16.5,Partly sunny.,15.0,41.0,8.0
2020-07-27,16.25,18.75,17.5,Drizzle. Mostly cloudy.,15.0,38.0,14.0
2020-07-28,14.0,18.25,16.125,Scattered clouds.,15.0,35.0,16.0
2020-07-29,14.0,19.5,16.75,Sunny.,15.0,32.0,15.0
2020-07-30,17.5,24.5,21.0,Sunny.,15.0,29.0,12.0
2020-07-31,21.25,28.75,25.0,Sunny.,15.0,26.0,6.0
2020-08-01,18.25,23.25,20.75,Clear.,15.0,22.0,58.0
2020-08-02,15.5,20.5,18.0,Passing clouds.,15.0,19.0,47.0
2020-08-03,15.5,19.75,17.625,Overcast.,15.0,16.0,34.0
2020-08-04,14.25,19.25,16.75,Sunny.,15.0,13.0,19.0
2020-08-05,18.75,21.5,20.125,Passing clouds.,15.0,10.0,1.0
2020-08-06,20.0,24.75,22.375,Passing clouds.,15.0,6.0,42.0
2020-08-07,20.75,29.0,24.875,Sunny.,15.0,3.0,21.0
2020-08-08,22.5,26.75,24.625,Sunny.,14.0,59.0,58.0
2020-08-09,21.25,26.75,24.0,Passing clouds.,14.0,56.0,33.0
2020-08-10,22.75,29.25,26.0,Sunny.,14.0,53.0,6.0
2020-08-11,24.0,29.75,26.875,Passing clouds.,14.0,49.0,38.0
2020-08-12,22.75,28.5,25.625,Passing clouds.,14.0,46.0,8.0
2020-08-13,20.25,24.75,22.5,Broken clouds.,14.0,42.0,36.0
2020-08-14,17.5,18.5,18.0,Low clouds.,14.0,39.0,3.0
2020-08-15,17.75,18.75,18.25,Low clouds.,14.0,35.0,29.0
2020-08-16,19.25,22.25,20.75,Partly sunny.,14.0,31.0,54.0
2020-08-17,16.0,19.75,17.875,Broken clouds.,14.0,28.0,17.0
2020-08-18,16.5,21.25,18.875,Broken clouds.,14.0,24.0,39.0
2020-08-19,17.5,18.75,18.125,Clear.,14.0,21.0,0.0
2020-08-20,18.0,22.5,20.25,Scattered clouds.,14.0,17.0,20.0
2020-08-21,19.25,21.0,20.125,Broken clouds.,14.0,13.0,39.0
2020-08-22,16.75,20.0,18.375,Passing clouds.,14.0,9.0,57.0
2020-08-23,16.0,19.0,17.5,Broken clouds.,14.0,6.0,14.0
2020-08-24,15.75,18.5,17.125,Passing clouds.,14.0,2.0,30.0
2020-08-25,16.75,18.75,17.75,Drizzle. Broken clouds.,13.0,58.0,45.0
2020-08-26,16.5,19.75,18.125,Partly sunny.,13.0,55.0,0.0
2020-08-27,13.75,16.25,15.0,Broken clouds.,13.0,51.0,14.0
2020-08-28,13.0,16.25,14.625,Partly sunny.,13.0,47.0,27.0
2020-08-29,12.25,13.25,12.75,Partly sunny.,13.0,43.0,40.0
2020-08-30,12.75,15.0,13.875,Overcast.,13.0,39.0,52.0
2020-08-31,9.75,15.0,12.375,Sunny.,13.0,36.0,3.0
2020-09-01,10.25,16.0,13.125,Clear.,13.0,32.0,14.0
2020-09-02,11.5,16.25,13.875,Clear.,13.0,28.0,25.0
2020-09-03,16.75,19.5,18.125,Low clouds.,13.0,24.0,35.0
2020-09-04,14.0,17.25,15.625,Overcast.,13.0,20.0,44.0
2020-09-05,11.25,16.0,13.625,Clear.,13.0,16.0,53.0
2020-09-06,12.0,16.0,14.0,Clear.,13.0,13.0,2.0
2020-09-07,13.5,17.25,15.375,Clear.,13.0,9.0,11.0
2020-09-08,18.0,21.25,19.625,Low clouds.,13.0,5.0,19.0
2020-09-09,15.0,19.5,17.25,Clear.,13.0,1.0,26.0
2020-09-10,11.25,15.5,13.375,Sunny.,12.0,57.0,33.0
2020-09-11,11.5,15.5,13.5,Partly sunny.,12.0,53.0,41.0
2020-09-12,15.25,18.5,16.875,Clear.,12.0,49.0,47.0
2020-09-13,15.25,20.75,18.0,Clear.,12.0,45.0,54.0
2020-09-14,15.75,23.25,19.5,Clear.,12.0,42.0,0.0
2020-09-15,18.25,23.75,21.0,Sunny.,12.0,38.0,6.0
2020-09-16,18.5,22.25,20.375,Overcast.,12.0,34.0,12.0
2020-09-17,14.25,18.75,16.5,Passing clouds.,12.0,30.0,18.0
2020-09-18,13.25,17.5,15.375,Clear.,12.0,26.0,23.0
2020-09-19,15.75,20.0,17.875,Sunny.,12.0,22.0,29.0
2020-09-20,16.25,20.5,18.375,Clear.,12.0,18.0,34.0
2020-09-21,15.5,19.75,17.625,Low clouds.,12.0,14.0,39.0
2020-09-22,15.0,19.75,17.375,Sunny.,12.0,10.0,44.0
2020-09-23,14.0,16.5,15.25,Partly cloudy.,12.0,6.0,50.0
2020-09-24,8.5,12.5,10.5,Broken clouds.,12.0,2.0,55.0
2020-09-25,9.25,11.75,10.5,Clear.,11.0,59.0,0.0
2020-09-26,9.0,11.25,10.125,Clear.,11.0,55.0,5.0
2020-09-27,11.25,13.0,12.125,Broken clouds.,11.0,51.0,10.0
2020-09-28,11.75,14.25,13.0,Passing clouds.,11.0,47.0,16.0
2020-09-29,14.75,16.25,15.5,Passing clouds.,11.0,43.0,21.0
2020-09-30,12.25,15.25,13.75,Light rain. Partly sunny.,11.0,39.0,27.0
2020-10-01,11.5,13.5,12.5,Passing clouds.,11.0,35.0,32.0
2020-10-02,11.75,12.75,12.25,Passing clouds.,11.0,31.0,38.0
2020-10-03,12.5,14.25,13.375,Heavy rain. Partly sunny.,11.0,27.0,44.0
2020-10-04,9.25,10.5,9.875,Drizzle. Mostly cloudy.,11.0,23.0,50.0
2020-10-05,11.0,14.0,12.5,Light rain. Broken clouds.,11.0,19.0,56.0
2020-10-06,12.0,14.25,13.125,Partly cloudy.,11.0,16.0,3.0
2020-10-07,10.5,13.5,12.0,Clear.,11.0,12.0,10.0
2020-10-08,11.75,16.0,13.875,Clear.,11.0,8.0,17.0
2020-10-09,6.75,11.0,8.875,Clear.,11.0,4.0,24.0
2020-10-10,8.0,10.5,9.25,Clear.,11.0,0.0,32.0
2020-10-11,8.75,11.25,10.0,Scattered clouds.,10.0,56.0,39.0
2020-10-12,8.0,10.25,9.125,Broken clouds.,10.0,52.0,48.0
2020-10-13,8.0,10.5,9.25,Partly sunny.,10.0,48.0,56.0
2020-10-14,9.25,11.75,10.5,Passing clouds.,10.0,45.0,6.0
2020-10-15,8.75,10.75,9.75,Clear.,10.0,41.0,15.0
2020-10-16,9.5,11.0,10.25,Overcast.,10.0,37.0,25.0
2020-10-17,9.5,10.75,10.125,Broken clouds.,10.0,33.0,36.0
2020-10-18,9.25,11.0,10.125,Overcast.,10.0,29.0,47.0
2020-10-19,10.5,13.25,11.875,Broken clouds.,10.0,25.0,59.0
2020-10-20,14.0,16.0,15.0,Overcast.,10.0,22.0,12.0
2020-10-21,13.5,15.0,14.25,Light rain. Partly sunny.,10.0,18.0,26.0
2020-10-22,12.25,13.75,13.0,Passing clouds.,10.0,14.0,40.0
2020-10-23,10.75,13.75,12.25,Passing clouds.,10.0,10.0,55.0
2020-10-24,10.5,13.75,12.125,Passing clouds.,10.0,7.0,11.0
2020-10-25,8.5,11.0,9.75,Passing clouds.,10.0,3.0,28.0
2020-10-26,7.25,10.75,9.0,Clear.,9.0,59.0,46.0
2020-10-27,8.0,10.75,9.375,Clear.,9.0,56.0,6.0
2020-10-28,7.5,10.75,9.125,Broken clouds.,9.0,52.0,26.0
2020-10-29,11.25,12.5,11.875,Drizzle. Mostly cloudy.,9.0,48.0,48.0
2020-10-30,14.75,15.5,15.125,Passing clouds.,9.0,45.0,11.0
2020-10-31,12.25,13.5,12.875,Broken clouds.,9.0,41.0,35.0
2020-11-01,13.5,15.75,14.625,Passing clouds.,9.0,38.0,1.0
2020-11-02,11.75,14.5,13.125,Partly sunny.,9.0,34.0,28.0
2020-11-03,6.0,8.75,7.375,Broken clouds.,9.0,30.0,57.0
2020-11-04,2.0,6.75,4.375,Clear.,9.0,27.0,28.0
2020-11-05,1.75,5.0,3.375,Passing clouds.,9.0,24.0,0.0
2020-11-06,4.0,8.5,6.25,Clear.,9.0,20.0,35.0
2020-11-07,6.75,11.5,9.125,Sunny.,9.0,17.0,11.0
2020-11-08,11.0,13.0,12.0,Fog.,9.0,13.0,49.0
2020-11-09,11.0,14.0,12.5,Fog.,9.0,10.0,30.0
2020-11-10,9.5,13.5,11.5,Passing clouds.,9.0,7.0,12.0
2020-11-11,10.5,12.25,11.375,Broken clouds.,9.0,3.0,57.0
2020-11-12,9.75,11.75,10.75,Passing clouds.,9.0,0.0,45.0
2020-11-13,9.75,11.5,10.625,Broken clouds.,8.0,57.0,35.0
2020-11-14,11.75,13.25,12.5,Broken clouds.,8.0,54.0,28.0
2020-11-15,9.5,11.25,10.375,Clear.,8.0,51.0,23.0
2020-11-16,10.0,11.75,10.875,Broken clouds.,8.0,48.0,22.0
2020-11-17,12.25,13.5,12.875,Mostly cloudy.,8.0,45.0,23.0
2020-11-18,10.25,13.5,11.875,Clear.,8.0,42.0,28.0
2020-11-19,6.25,8.75,7.5,Passing clouds.,8.0,39.0,36.0
2020-11-20,4.75,7.5,6.125,Passing clouds.,8.0,36.0,48.0
2020-11-21,11.0,11.25,11.125,Overcast.,8.0,34.0,3.0
2020-11-22,6.0,9.5,7.75,Passing clouds.,8.0,31.0,22.0
2020-11-23,4.25,7.0,5.625,Fog.,8.0,28.0,45.0
2020-11-24,9.5,11.25,10.375,Broken clouds.,8.0,26.0,11.0
2020-11-25,7.75,11.0,9.375,Broken clouds.,8.0,23.0,42.0
2020-11-26,3.0,6.25,4.625,Sunny.,8.0,21.0,17.0
2020-11-27,1.25,3.75,2.5,Fog.,8.0,18.0,57.0
2020-11-28,8.0,9.0,8.5,Low clouds.,8.0,16.0,41.0
2020-11-29,7.0,7.75,7.375,Low clouds.,8.0,14.0,29.0
2020-11-30,5.0,7.75,6.375,Fog.,8.0,12.0,23.0
2020-12-01,2.5,5.75,4.125,Passing clouds.,8.0,10.0,21.0
2020-12-02,3.75,5.5,4.625,Overcast.,8.0,8.0,24.0
2020-12-03,4.5,5.75,5.125,Drizzle. Mostly cloudy.,8.0,6.0,33.0
2020-12-04,3.75,4.75,4.25,Clear.,8.0,4.0,47.0
2020-12-05,3.75,6.75,5.25,Passing clouds.,8.0,3.0,6.0
2020-12-06,1.5,3.0,2.25,Passing clouds.,8.0,1.0,30.0
2020-12-07,0.5,1.25,0.875,Fog.,8.0,0.0,1.0
2020-12-08,-0.5,2.5,1.0,Ice fog.,7.0,58.0,37.0
2020-12-09,4.75,6.0,5.375,Clear.,7.0,57.0,18.0
2020-12-10,6.75,7.0,6.875,Mostly cloudy.,7.0,56.0,6.0
2020-12-11,7.0,9.25,8.125,Fog.,7.0,55.0,0.0
2020-12-12,5.75,8.0,6.875,Partly sunny.,7.0,53.0,59.0
2020-12-13,5.75,8.0,6.875,Light rain. Mostly cloudy.,7.0,53.0,5.0
2020-12-14,9.25,11.75,10.5,Passing clouds.,7.0,52.0,17.0
2020-12-15,7.75,10.0,8.875,Passing clouds.,7.0,51.0,36.0
2020-12-16,8.0,9.75,8.875,Passing clouds.,7.0,51.0,1.0
2020-12-17,7.5,10.5,9.0,Passing clouds.,7.0,50.0,32.0
2020-12-18,11.0,11.5,11.25,Drizzle. Mostly cloudy.,7.0,50.0,10.0
2020-12-19,8.75,10.75,9.75,Broken clouds.,7.0,49.0,54.0
2020-12-20,6.5,9.0,7.75,Passing clouds.,7.0,49.0,45.0
2020-12-21,10.5,12.0,11.25,Passing clouds.,7.0,49.0,42.0
2020-12-22,10.25,11.25,10.75,Partly sunny.,7.0,49.0,46.0
2020-12-23,9.75,12.0,10.875,Partly sunny.,7.0,49.0,56.0
2020-12-24,3.75,5.25,4.5,Passing clouds.,7.0,50.0,13.0
2020-12-25,0.25,3.0,1.625,Passing clouds.,7.0,50.0,36.0
2020-12-26,5.0,8.0,6.5,Overcast.,7.0,51.0,6.0
2020-12-27,4.0,6.75,5.375,Passing clouds.,7.0,51.0,43.0
2020-12-28,-0.25,2.0,0.875,Low clouds.,7.0,52.0,25.0
2020-12-29,1.5,3.0,2.25,Low clouds.,7.0,53.0,14.0
2020-12-30,-0.75,2.5,0.875,Broken clouds.,7.0,54.0,9.0
2020-12-31,-1.5,0.5,-0.5,Partly sunny.,7.0,55.0,11.0
2021-01-01,0.75,2.0,1.375,Low clouds.,7.0,56.0,19.0
2021-01-02,2.25,3.75,3.0,Low clouds.,7.0,57.0,32.0
2021-01-03,3.0,4.25,3.625,Broken clouds.,7.0,58.0,52.0
2021-01-04,3.0,4.5,3.75,Partly sunny.,8.0,0.0,17.0
2021-01-05,2.75,4.0,3.375,Passing clouds.,8.0,1.0,48.0
2021-01-06,1.75,3.75,2.75,Passing clouds.,8.0,3.0,25.0
2021-01-07,-0.75,1.25,0.25,Passing clouds.,8.0,5.0,8.0
2021-01-08,-0.25,1.0,0.375,Low clouds.,8.0,6.0,56.0
2021-01-09,-1.0,0.5,-0.25,Ice fog.,8.0,8.0,49.0
2021-01-10,0.5,1.75,1.125,Overcast.,8.0,10.0,48.0
2021-01-11,6.25,7.5,6.875,Broken clouds.,8.0,12.0,51.0
2021-01-12,4.75,6.75,5.75,Broken clouds.,8.0,15.0,0.0
2021-01-13,4.75,7.25,6.0,Drizzle. Cloudy.,8.0,17.0,13.0
2021-01-14,4.25,5.75,5.0,Drizzle. Partly sunny.,8.0,19.0,31.0
2021-01-15,-0.5,2.5,1.0,Partly sunny.,8.0,21.0,54.0
2021-01-16,3.5,6.25,4.875,Drizzle. More clouds than sun.,8.0,24.0,21.0
2021-01-17,4.0,6.25,5.125,Overcast.,8.0,26.0,52.0
2021-01-18,4.0,6.5,5.25,Partly sunny.,8.0,29.0,28.0
2021-01-19,10.25,11.25,10.75,Drizzle. Mostly cloudy.,8.0,32.0,7.0
2021-01-20,9.0,10.25,9.625,Passing clouds.,8.0,34.0,51.0
2021-01-21,4.75,7.0,5.875,Overcast.,8.0,37.0,38.0
